@relation zou
@attribute SMV real
@attribute X real
@attribute Y real
@attribute Z real
@attribute SMV-Z real
@attribute Azimuth real
@attribute Pitch real
@attribute Roll real
@attribute SMV-H real
@attribute gyr-a real
@attribute gyr-b real
@attribute gyr-c real
@attribute SMV-gyr real
@attribute class {zou,pao,jing,diedao,zhuan}
@data
3.8328747628911826,3.2793784164281616,1.983370286236867,-0.053370942899193974,-15.541372948156672,145.6250 ,82.1308 ,13.7193 ,6.406515433899843,-1.9179 ,-2.0570 ,0.6631 ,2.8895139764327147,zou
3.5990376831615074,2.972024325940519,1.9954791545753583,0.3717614752627938,-14.843473140491465,146.6177 ,74.9730 ,14.5647 ,7.158955829829883,-1.5840 ,-2.1579 ,1.0083 ,2.8604645252126444,zou
9.595806966131295,5.616196082303619,-4.953757265919374,-5.999845151895371,-3.8286699521177576,72.1975 ,35.0896 ,7.7573 ,11.183127723487434,-1.3688 ,-1.5080 ,1.4160 ,2.4804704069994465,zou
9.767359435496244,4.777319352047827,-6.337360762730739,-5.693539208060985,-4.040645996876492,72.0135 ,33.6044 ,7.8519 ,12.064741309068452,-0.7733 ,-1.2298 ,0.7638 ,1.641277359254066,zou
6.160123170453193,5.1101582721521845,-2.7513895122988092,-2.064765279716082,-17.164168657662373,147.9452 ,63.0735 ,14.1901 ,10.998050813103712,0.4478 ,-0.4256 ,0.0136 ,0.6179362103000601,zou
11.044028958148266,-0.13266981361843222,-6.948477333424207,-8.583218341383489,-9.420244033348673,76.5042 ,29.9286 ,6.3900 ,11.85775748138713,1.7754 ,1.5161 ,-0.9532 ,2.521744358574041,zou
12.251461559125056,0.0036758795622651164,-9.373509950830115,-7.888954811907419,-8.873669818108674,77.9105 ,29.3294 ,6.2551 ,14.184439241869939,3.0157 ,3.7794 ,-1.3277 ,5.014089961299058,zou
9.278691987051143,1.9480762281211204,-7.116462239603149,-5.626285559078834,-6.026943854765666,78.9474 ,29.0543 ,6.2100 ,11.973174953981598,2.9549 ,0.5748 ,-1.0245 ,3.179847370550983,zou
5.100442245145912,1.7813623476603444,2.326488340312557,-4.174770806259526,-14.370046448635712,159.0922 ,58.9886 ,12.7792 ,4.9827592105106255,3.7927 ,-0.8677 ,-0.3575 ,3.9070811138239763,zou
8.050200481555299,0.8196987034282469,-0.9750313311034366,-7.948782028222808,-8.655517288091021,79.8867 ,30.7811 ,6.5622 ,6.155637968942323,2.7286 ,1.7192 ,-0.4208 ,3.2523805496897196,zou
8.35288841109319,-2.012540342218879,1.9977561914904807,-7.8568057363331745,-10.102923846206615,80.0192 ,32.0216 ,6.7655 ,3.3669571347501464,1.8450 ,4.3390 ,-0.6582 ,4.7606904163156845,zou
6.952125037972726,-0.30974905158116706,-0.41981843897881754,-6.932521225856091,-7.042770032061746,53.3927 ,21.9627 ,4.6037 ,3.7116222805558317,-0.0527 ,2.0814 ,-0.1570 ,2.0879780290989656,zou
13.813568812518394,4.975918080359866,0.8566087814420218,12.857727014962055,-8.380768597257935,325.3276 ,128.9802 ,26.9178 ,10.132792475043772,-2.2926 ,0.5013 ,0.0547 ,2.3474046391706738,zou
15.661238729598407,4.818193978191179,-14.882907831291881,0.7473016922677083,3.3495646613482073,27.5679 ,10.2703 ,2.1010 ,15.434341432758277,-2.9036 ,0.4642 ,-0.1038 ,2.942303356216011,zou
3.026115851971283,-1.6585994284180507,-1.7660519334725295,-1.8131424803035037,-4.848403900188014,82.4718 ,30.6034 ,6.3900 ,8.046175754824429,0.4250 ,0.8387 ,-0.7046 ,1.1749484456775114,zou
5.769611933473956,-3.418361274962887,-3.6768534306499117,2.843233530021262,-8.193027412349242,241.4935 ,93.0258 ,20.5938 ,14.037836554953575,1.0891 ,1.0746 ,-0.7333 ,1.6966534295488869,zou
9.824253851116476,0.15378422216032828,-5.449307266866455,-8.172965462760008,-9.208240124986197,78.0267 ,32.0605 ,6.9469 ,10.695026752132216,-0.3850 ,-0.4423 ,1.1952 ,1.3312991136480188,zou
6.987521557660892,4.327436921500488,2.2062596494516162,-5.023063364960839,-15.437098074630484,147.9187 ,69.3269 ,16.3176 ,6.8950002052285475,0.4213 ,-1.5295 ,1.7513 ,2.3630310260341485,zou
11.247628309537253,3.27466833895186,-7.508364492664989,-7.707798161904458,-5.862423733738105,24.1069 ,12.0649 ,2.8525 ,9.663058729127448,-2.0353 ,-4.8454 ,0.1001 ,5.256459574656691,zou
7.676563325616375,-0.9241252539368806,-1.2758047708500317,-7.513184357774721,-9.129071751105716,71.6281 ,36.7340 ,8.6089 ,7.111278104097913,-1.8527 ,-2.2721 ,-0.2450 ,2.9419314573932547,zou
8.454217291023388,2.6510874841916046,-1.1556326022797414,-7.944182679391859,-7.216394432305787,70.4472 ,37.9190 ,8.6762 ,7.712953716793055,-1.5543 ,-2.4257 ,0.6098 ,2.944779282051543,zou
6.772476076501535,2.344228137240083,-1.144159310759238,-6.249954089348214,-6.047292241634221,69.6352 ,39.1468 ,8.6402 ,7.306397557168765,-1.7227 ,-2.2009 ,0.6265 ,2.864290200032112,zou
6.248131956891747,2.070712337164799,-1.0418012750995889,-5.80223693678966,-5.842070312398639,68.7395 ,40.2896 ,8.5430 ,7.1696624302860315,-1.9345 ,-1.8792 ,0.5697 ,2.7564907001475625,zou
9.124692986674445,4.278548197338254,-5.332503733788874,-6.043049838719444,-2.9676386246013298,45.1611 ,27.4422 ,5.5872 ,9.132887187656769,-1.9386 ,-1.4974 ,1.2131 ,2.733493795493233,zou
13.298699887699442,5.482912379645655,-10.112323828133976,-6.673379753556617,-3.718171976923051,22.3738 ,13.8752 ,2.7482 ,12.712379457992622,-1.1277 ,-1.2584 ,1.2559 ,2.1053652082239793,zou
8.616151579452112,5.130387827624134,-4.833018351944329,-4.955716132712867,-2.4951413456617217,66.4174 ,42.2423 ,8.0457 ,10.94470435754165,0.1758 ,-1.0654 ,0.2378 ,1.105681527384807,zou
8.683879017472446,1.4549674677634492,-4.774680156159446,-7.1060012569816955,-6.36223184643191,65.4943 ,43.1797 ,7.6880 ,11.213658811920213,1.7519 ,1.3188 ,-0.6326 ,2.2822291317919854,zou
11.164361062524897,1.8246612163280385,-8.330403975098537,-7.20541039717467,-5.383803013530229,64.7796 ,43.9668 ,7.1717 ,14.72484643826661,3.1852 ,4.3971 ,-1.4406 ,5.617411842654943,zou
7.076745105095264,2.6554110358556113,-4.435864163357539,-4.8324137485718595,-3.688805813458054,64.0679 ,44.5487 ,6.5980 ,10.340782473517871,3.1150 ,0.2762 ,-1.5331 ,3.4828016093369434,zou
7.924871806357205,2.820808040519074,1.3921112955200146,-7.273834015608538,-6.447641430063339,63.4685 ,44.9910 ,6.2419 ,5.6860123928295705,3.3682 ,0.2799 ,-0.4570 ,3.410566558506079,zou
7.157110906488275,0.810417542503902,1.6136944667342732,-6.925564966311885,-7.589087531469419,62.9543 ,45.3044 ,6.1584 ,5.113734659338357,2.0106 ,3.4019 ,-0.9070 ,4.0543908260058,zou
6.896257661873688,-1.4943828615082804,6.73238936798273,0.011090538984476647,-13.06685124673828,125.2601 ,90.0845 ,12.4742 ,0.9509755657868892,0.8178 ,5.2003 ,-1.1890 ,5.396817388980287,zou
6.428863915111272,-0.9872998655736405,2.6475782860156443,-5.774587382131867,-8.163952136624,62.9631 ,44.0716 ,6.6346 ,4.024211170292053,-0.5534 ,2.6485 ,-0.8253 ,2.8287672049852386,zou
2.8725846765456837,1.3461619042880535,-2.529622659425936,0.2014945465452742,-1.3059321452326937,64.0621 ,42.9080 ,7.1698 ,8.434490684259833,-2.3336 ,0.8066 ,-0.0808 ,2.4703888681744015,zou
10.026871818153737,3.242957683197772,-9.329554465128876,1.7264985968334932,1.9820814600608365,65.8686 ,41.3576 ,7.6061 ,14.491650585285699,-2.7693 ,0.2196 ,-0.1275 ,2.780917636320788,zou
8.282201743215566,2.316765360466743,-7.616634871251663,-2.2834923292837033,0.1474738050486355,44.7862 ,26.5517 ,5.1560 ,9.806814822537019,0.8528 ,1.5080 ,-0.2015 ,1.7441141275730783,zou
12.454136655360061,-2.3228643663244317,-7.809062404660283,-9.419573521458636,-8.025165509143456,22.5408 ,12.9794 ,2.6098 ,10.03125332966705,1.5115 ,0.4160 ,-0.4151 ,1.6217263209308777,zou
6.982430014849181,-1.7006431314379686,-3.059735882605877,-6.0415360778905915,-8.022388707970098,67.8347 ,38.0771 ,8.0688 ,9.087680833411358,0.7995 ,-1.1963 ,-0.3404 ,1.47858246303681,zou
11.933108133258031,3.64118163253065,-4.321012189806206,-10.510457634874733,-8.195079178393911,67.9604 ,36.8289 ,8.4075 ,11.48159903045889,0.0110 ,-0.5725 ,2.0835 ,2.160752068146644,zou
5.583751332648973,2.5338254739995225,-3.0724015986446487,-3.9138671194633172,-3.709519041170564,67.6130 ,35.3607 ,8.7277 ,8.321794642481994,-2.1331 ,-3.8373 ,0.8376 ,4.469514588856378,zou
10.615506262845656,1.103434658641309,-3.882333039570681,-9.818293911901515,-8.870878820472921,22.4524 ,11.4520 ,2.9617 ,5.9759988008623735,-2.2682 ,-2.4929 ,-0.7821 ,3.459907810910574,zou
10.880610406705001,1.992325515874815,-5.631649537773781,-9.094110475741081,-7.7870871345340085,22.4405 ,11.2884 ,2.9720 ,7.70751467922229,-2.3212 ,-1.3576 ,0.2012 ,2.696577208240105,zou
3.27471437912117,2.272089715386464,2.358129760240746,-0.024220320496047165,-16.093117161702374,159.0800 ,74.7657 ,20.4842 ,5.135680745835616,-2.2978 ,-1.7472 ,0.6170 ,2.95182683773964,zou
8.029469063205788,3.4431247197497745,-2.3369632191666048,-6.867013070723641,-5.878249157511396,70.7310 ,29.7803 ,8.0063 ,7.767997309445325,-1.7076 ,-1.6775 ,0.7649 ,2.512961603367628,zou
6.643507510251038,3.8873674055879013,-4.233744589778527,-3.3316622639841196,-11.337701834125959,121.4683 ,47.4521 ,11.7258 ,12.885149698677006,-1.2037 ,-1.3345 ,1.0270 ,2.0699065051349543,zou
14.614968524447455,8.034930419641595,-9.851209034044492,-7.210470074112241,-5.0114091124773035,24.6258 ,9.3720 ,2.1651 ,13.589792361275608,-0.7756 ,-0.8927 ,0.8280 ,1.4436248300718577,zou
7.2151233953622125,3.4115486161732376,-4.78061283751504,-4.191071765977767,-18.746473517807207,148.5788 ,57.2928 ,12.3561 ,10.536758849521076,0.8020 ,0.1999 ,-0.1146 ,0.8344442282142049,zou
5.396345102434417,-0.7037219039690155,-4.677287153917629,-2.5977491846287375,-22.913276465766753,174.2618 ,72.1763 ,13.9326 ,4.90059135970126,1.8819 ,3.0677 ,-1.7356 ,3.995577337507059,zou
11.771991705172361,1.2088635935049767,-9.100907296483985,-7.368305361461999,-7.414552206866533,75.0473 ,32.4881 ,5.9205 ,14.337338060454329,3.8176 ,2.7928 ,-0.9419 ,4.822963529822717,zou
8.25634950226221,1.6349306020559347,-3.7093136531222344,-7.192725578855867,-7.270305442142077,75.2701 ,32.4215 ,6.0571 ,9.014560855007764,3.4236 ,-0.5633 ,-0.8358 ,3.5688801450875314,zou
10.406463403236694,2.836189904113424,-3.164832836359932,-9.499175780487887,-8.567761560922687,25.2604 ,10.6491 ,2.0476 ,5.77679975336944,2.7003 ,0.1558 ,-0.6283 ,2.7768065506981214,zou
7.4060182887656865,0.6971530920754294,2.5333643815463236,-6.924243595516691,-9.57619152144118,102.0688 ,41.5185 ,8.2744 ,4.336559023773098,1.0663 ,3.5756 ,-1.1560 ,3.9061806217838932,zou
9.934873951259483,-2.378471227546139,-1.1366726880053943,-9.57875619522138,-9.549016014153416,25.6721 ,10.2069 ,2.0629 ,3.5099036933623577,0.1166 ,3.4104 ,-1.6757 ,3.801630467312677,zou
6.472423358507947,-1.1552779254306178,0.41515227690860357,-6.3549386805656605,-8.148799153849561,76.9162 ,30.6687 ,6.1376 ,4.735309113017426,-1.2178 ,1.8745 ,-0.6745 ,2.3348955736820436,zou
8.633944563191159,3.701028134167763,-7.799023692535124,-0.15039585643439501,-0.1391891675608754,76.4177 ,31.0785 ,5.7622 ,12.642616747723396,-2.5254 ,-0.0128 ,-0.1520 ,2.530002569168656,zou
10.124601412908838,5.832735999307962,-8.141453105441101,1.4844143170139557,2.526058839017942,75.9623 ,31.2068 ,5.1145 ,12.75759557530869,-2.0063 ,0.0219 ,0.1162 ,2.009781515488686,zou
9.809532141509496,1.3433861750144633,-7.72589572989762,-5.89345141583755,-5.948038572806678,75.1869 ,31.1231 ,4.5644 ,12.604024513644088,2.1554 ,2.3438 ,-0.6896 ,3.258020220931724,zou
9.725951271729194,-4.732840229460615,-4.942815119213922,-6.911073013629663,-10.03254956187129,73.7104 ,31.5483 ,4.6583 ,10.941505188342735,1.0480 ,-0.3246 ,-0.6724 ,1.2867753960967703,zou
11.493847394981884,0.289987495494344,-3.7371802233871154,-10.86544611000915,-10.727456091836704,71.5776 ,32.7404 ,5.5184 ,9.435051814092647,-0.2116 ,-1.1583 ,0.1361 ,1.1853086770963925,zou
9.042007247292922,3.785512812144636,-4.256157267155134,-7.022315367913141,-5.460875076945413,69.8929 ,34.1279 ,6.4133 ,9.969063401403524,-0.4710 ,-4.9279 ,1.8558 ,5.286779080877127,zou
8.939818828964578,4.502135030609031,-0.16235448178088063,-7.721708482137763,-5.918010240353166,68.9883 ,35.2134 ,6.9141 ,6.974977863270455,-2.0449 ,-3.7528 ,1.1916 ,4.436781988108048,zou
6.027768071868035,3.634933074962036,2.397376985970178,4.168193020472933,-16.106247053978496,200.6035 ,111.6216 ,21.8621 ,3.326534202370359,-2.2524 ,-2.8611 ,-0.1034 ,3.6427860944612163,zou
